tweet,polarity
"Niatnya hari ini gamasuk buat istirahat gegara diare, tapi rasanya gabut banget. Akhirnya bangun, ngerjain modul, koreksi, dannn inget kalau siang ada kuliah daring 😄. Tetep kerja tapi WFH. Terasa lebih tidak melelahkan, tapi kebayang kalau tiap hari, bisa stress juga.. 😬",-1
Mata udh mulai ceduten gr2 kuliah daring huhu,-1
300 Mahasiswa Ikuti Materi Kuliah Daring Bersama Kasdim 0718/Pati .  https://t.co/T2bjkXB5oq .,-1
kuliah daring we yo mekso alfa wkwkk,-1
Gue benci banget kuliah daring sumpah 😭 udah goblok makin goblok gue yg ada,-1
kuliah daring ramenya pas pada absen doang...,-1
kuliah daring ra marai pinter gok,-1
"Seru juga yaaa kuliah daring trus make zoom, dari yang awalnya ngantuk. Ehhhhh tiba tiba ada temen gua yang ngomong aswwww dan mic nya lupa di mute, anjir sumpah langsung ilang ngantuk nya.",-1
Kuliah Daring gk efektif 4nj1ng 😎,1
"mahasiswa indo yang uda pulkam tapi masih kuliah daring di kampus GMT-5, mereka begadang terus ya berati?",-1
Ini kuliah daring apa kuliah garing 🙂,1
lupa isi presensi kuliah daring sekarang menjadi masalah serius. ga bisa titip ngaaah,-1
300 Mahasiswa Ikuti Materi Kuliah Daring Bersama Kasdim 0718/Pati 👉  https://t.co/5DrbsURGTK  ▪️Via @TribunusAntara,-1
begimana caranya bolos kuliah daring?,-1
jam jam rawan kuliah daring ni :’),-1
"@Naunaback @GiveawaySquadd @piccmeeprizes @BigNiceGiveaway Aku disini udah komen belom yah... komen lg aja deh wkwk Semoga aku menang kak Aamiin ya Allah mau genti laptop, punyaku udah sekarat buat kuliah daring ini huhu",-1
"Kuliah daring itu yg bikin kesel bukan jaringan jelek, audio bermasalah, device error, atau video ga dinyalain..  tapi,  Pada dipanggil ga nyaut, ditanya ga jawab, stay mute tanpa merasa dipanggil.  Masih pada hidup ga??",-1
@CWRawakadang Bismillah semoga dpt .. Lgi butuh pulsa buat kuliah daring😕,-1
Permasalahan kuliah daring mati listrik wifi mati sinyal provider ikut ilang juga,-1
@chat0yantt Mau kakkk lumayan buat kuliah daring wkwkwk.  Pulsa dari kampus minim banget😵😵,-1
Gilakkk kuliah daring dan durasi waktunya hampir 2jam  Creepy sekale 😌  https://t.co/ZfsvD3NaVw,-1
"Ini gue yg bego apa gimana si, kalo kuliah daring gada yg nyantol materinya di otak",1
Kalo kuliah daring selmanya gimana nasip maba ya??,1
"@CWRawakadang Bismillah, terimaksih yaa udah mau berbagi rezeki untuk pendidikan, semoga lancar terus yaa rezekinya, sehat selalu, aamiin🙏🏻. Semoga rezeki aku buat kuliah daring🙏🏻😇",1
"@syalakin_ Semoga lancar segala urusan, dimudahkan dalam kuliah daring, ilmu yang manfaat, sehat selalu yang pasti ingin bgt bahagiain ortu😭😭",1
"Yang di dapatkan selama kuliah daring, cara mengetik tanpa typo",-1
"Yg w takutin kalo kuliah daring yaa gini, mati lampu terus sinyal langsung ilang ☹",1
"Twitter do your magic! Semenjak kuliah daring, adekku ga dapet uang jajan spt biasanya. Jadi dia puter otak biar dpt uang jajan. Mari tweeps bersama2 wujudkan mimpi adekku untuk punya uang jajan 🤣🤣  Sila dicek Piyama Tiedye nya kakaaak~ #piyamatiedye   https://t.co/WbQgyMZkvx  https://t.co/kr3nbC6REr",1
@LilyStiraEunoia Lha kuliah daring emg ngebosenin :),-1
"@farizzhs Yakin rameeee  Jadiin aja kak   Bisa tambah-tambah untuk beli kuota, kuliah daring boros banget",-1
Aku selama kuliah daring. Terus dosenku mesti ngejokes gae jokes ala bapak-bapak. On cam sisan. Hadooh  https://t.co/TVdTPQXTub,-1
"@txtdariajabers masih sedih😔 ini temenku pilih kasih, aku dipojokin huhu padahal temen baru masih kuliah daring belum pernah ketemu juga, monangis😔💔 mmf jadi curhat😔",-1
Kuliah daring ku penuh dengan jokes bapak-bapak.,-1
Kuring kuliah daring,-1
oh jadi ini yg org2 rasain kuliah daring tugas numpuk. on ini. 😌☺️,1
"Kalo kuliah daring tu ya, pas ditanya ada yg mau bertanya ga? Hening ga ada yg tanya,  giliran udah selesaii, rame bgtt 'makasii pa, bu blablabla...' wkwkwk🤣 pdhal ga ngerti apa yg dijelasin😭💔",1
"Bodo amat bego kuliah daring Yang penting glowing,,,",-1
Ku kira kuliah daring lebih mudah ternyata tidak sesuai ekspetasi,1
"Kuliah tatap muka aja kadang ada yg nggak paham, apalagi kuliah daring makin goblok lah jiwa ini",1
bikin makin tolol ga si kuliah daring gini,-1
"pov : mahasiswa kuliah daring  ""wa'alaikumussalam""                   isi ""baik pak""                                     otak ""paham buk""                            sebenernya",-1
@subtanyarl Nonton drakor sama buat grup shiper. Wkwk udh lama punya tele. Kalo temen2ku baru punya tele pas kuliah daring,-1
"ayo awali pagi cerahmu (seperti oona!) dengan jualan sempoa di group kuliah daring. silahkan pak, bu, dibeli sempoanya.. iye.. 💁🏻‍♀️🧮  https://t.co/iEtjbGT3Cr",-1
sekolah / kuliah Daring lebih mudah dengan Fingerspot Education (FEdu).   info lebih lanjut hubungi via WA 0811 2863 107  Welcome Dealer &amp; Open Reseller  #fingerspot #fingerspotfedu #sekolahdaring #yogyakarta  https://t.co/6uLHPSMI6C,-1
KULIAH DARING! RIP ajalah memori internal aing🙂,-1
"Selama kuliah daring, whatsapp penuh dengan grub per mata kuliah",-1
"Semenjak kuliah daring, keinginan diri untuk membelah diri semakin meronta-ronta Kerjaan rumah numpuk, tugas berjejer, blm pergi2 tak terduga, absen jrg dapet",-1
"Inti dari kuliah daring itu apa.... Penggunaan aplikasi baru yg dipaksa pakai tapi belum siap... ""biar keliatan keren Tapi maksa... Seng sabar to bro....",1
"Demi apapun, kuliah daring berpengaruh pada kinerja otak, kebiasaan, semangat hidup, interaksi. Sedikit saja indihome berulah, besar dampak yang akan di dapat oleh tiap tiap mahasiswa.",-1
"Mulai kuliah daring lagi setelah sekian lama libur. Ada temen nyeletuk ""wow, tambah glowing"" 😂🤣",-1
"-punten Udah baca thread Menteri BEM KM yang seliweran dan paham bantuan kuota selanjutnya dari KEMENDIKBUD bukan dari IPB. Lalu pertanyannya, IPB jadi bantu apa dari UKT mahasiswa selama kuliah daring?",-1
Kuliah daring isinya   Iya buk  Sinyalnya putus putus  Ngilang ngilangan,-1
Jujur di masa kuliah daring kaya gini aku ga suka kerja kelompok 😭 soalnya aku tipe orang yang fokusnya kalo nugas malem-subuh😭,1
"Garing banget euy, kuliah daring.",1
Ujungnya cuma dikasih tugas doang 🙂 Capek bgt amnjim sama kuliah daring,-1
Outfit terbaikku tiap kuliah daring adl piyama🤘😍,1
[Cm] kalian tipe yang aktif bertanya dan menjawab dosen di kuliah daring ini atau gak?,-1
"Gini kalo kuliah daring dikosan, jam 7 rame bener pada zoom",1
@rockygerung_rg Kuliah daring 😅,-1
Sumpah uda ga kuat kuliah daring,-1
Permasalahan Terbesar dalam menghadapi Kuliah Daring adalah Lupa Absen. Tai emang,-1
kenapa sih harus kuliah daring gaenaklooh iihhhh,-1
"Btw kalo kuliah daring berarti gausah praktikum metrologi, rekmat, prosman, mekatron ,dll dll dong huw aq ingin",1
Dosen:                                Aku: Hari ini kita kuliah daring jam 8 pagi ya  https://t.co/r0cliPMQgu,1
dear kuliah daring jauhkan saya dari tugas tugas vidio mu pleaseeee..🙏,-1
"Andrit kemarin sakit plus kuliah daring. Gk ikut explore kmren dan aku habis dibully krn cemberut aja selama prjalanan. Hehe,  Gw seneng dia udah sembuh  https://t.co/Xk65Lxt6iV",-1
[Cm] Tips survive di semester tiga selama kuliah daring versi kamu?,-1
"Te ada dosen yang mau buka ruang diskusi ini ?? Supaya bahasanya hal hal subtansial sedikit, atau ini vibes kuliah daring?",-1
"@tehliaaaaa Tapi emg kurang enak sih kuliah daring online gini, susah nangkepnya wkwk 🤣  Yok bisa yok ✊😅",-1
"Aku ketika libur kuliah daring telah usai;  ""Dah lama gak pake, sekali pake gak lama""  https://t.co/nTJfDXH98T",-1
"@ProfsRegan Kucingnya kucing garong dong, Professor~ ㅋㅋㅋ syukurlah Professor Regan baik kabarnya, Julie juga baik tapi lagi sibuk kuliah daring di muggle jadi gak main-main ke kastil lagi padahal kangen tiap malam minggu lari-lari ke kelas herbology~ Professor lagi sibuk ya? :"")",1
Sejak kuliah daring kinerja bapak melayani mahasiswa menurun  bapak sering ngasi tugas tanpa ngasi detail dan materi.   Saat di temui di kantor bapak mangkir dari tugas bapak !,1
"Sumpah ini kg ada kerjasamanya apa ya warga. Sumpah udah berbulan” ini kuliah daring mana di rmh trs udah stress ini pikiran, mata udah kering otak seret yang ada nambah penyakit mental kek pembunuhan berencana ini  lama” bapak tolong udahin pandemi @jokowi",-1
"@zptnr aamiin aamiin, sukses kuliah daring nya😄jgn kasih kendor👍👍",-1
"Pas kuliah daring dizoom sesi diskusi.  Dosen: kalo gaada           mahasiswa: yg nanya, saya yang nanya..  https://t.co/LUtshOmXQS",1
"baka. Kenapa juga harus nangisin percintaan, masih banyak yang harus ditangisi contohnya nangis karena dosa, mama yang ga serumah, laptop yang rusak mati-nyala, kalah main game, kuliah daring, temen jual nama, boys before flower dan nangisin shikamaru ditinggal guru asuma",-1
Kok kuliah daring nyusahin ya.,1
@kblynmu perlu ini kamu. Kuliah daring “cak cok kintil” mic gak dimute,1
"2020 semua serba daring : School daring ✅ Kuliah daring ✅ Kerja daring ✅ Pacaran daring ✅ Jokes temen juga kadang suka ""daring"" ✅",1
"Baru hari pertama kuliah daring... Udah ada aja yg bikin deg""an Gak sanggup",1
"Kuliah daring dan banyaknya tugas kelompok adalah perpaduan yang mantap sekali,  mantap pusingnya.",-1
Apa saja rutinitas kalian hari ini ? — Kuliah daring  https://t.co/uhc9eIdhVN,-1
Kuliah daring = tong kosong,-1
"kuliah daring karena pandemi, maba daring smbil nongki d cafe kan lieur🤣",-1
Faaakk kuliah daring cuma basa basi doang,-1
"@collegemenfess kesempatan nderrr, coba cuti aja, atau ya sambil kuliah aja. bukannya udah kuliah daring jg ya",1
"seharian full ngerjain tugas sampe lupa makan, akhirnya makan disuapin sm emakk sambil ngerjain tugas huhu jd terharu wkwk emg kuliah daring banyak hikmah nya juga yaaaaa",-1
Kelakuan kimcil kuliah daring.  https://t.co/9b2lNO8DOR,-1
Jam 8 dah ngantuk anjim :( gegara kecapen keknya tadi kuliah daring duduk lama banget😂 ada 3 makul lagi ueue. Mo istirahat lah lanjut besok lagi wkwk gudnait!♡,-1
udh mo kuliah daring lagi sbnrnya males bgt ama student2 caper ke dosen yg kalo komen template,-1
@cantikaa1234 Udah gua mah itu aja 🤣 tapi pasti elu yg gw kangenin spam chat waktu kuliah daring wkwkwk,1
@anaqoriahh Sulit g kuliah daring nya qor??,-1
"gue gapapa bamget kuliah daring make hp, masalahnya ini kuliah pertama gue di smt 3 dan gue gatau sifat dosen gue kaya gimana.",-1
"@collegemenfess Gw wktu itu lg kerumah sodara gw trs dia lagi kuliah daring. Trs gw nimbrung gt, dan liat tmnnya sodara gw itu ga ngeuh klo cameranya masih on, tb2 dia berdiri trs nutup pintu dan buka celanaa. Mana cangcutnya kemana2, ngebelakangin camera jd pantatnya kliatan😭😭😭😭😭😭😭😭😭",-1
gue besok udh mulai kuliah daring. abang gue lagi kursus daring juga. laptop cuman satu. paham kan yg mana yg harus di duluin?,1
"Kuliah daring tuh rasanya sepet"" gitu",-1
"Kelucuan hari ini adalah, udah bergadang ngerjain presentasi, terus bangun subuh untuk nerusin bikin slide ppt, buru-buru pergi ke kantor untuk bisa kuliah daring dengan tenang, dan ... 🙃  https://t.co/jPHP8cazL1",-1
Kuliah daring itu rasanya seperti anda menjadi Ironman,-1
/wal aku kda paham llu heh kuliah daring nih kdd yg masuk nya dosennya banyak yg kda masuk jua,1
"Ngeliat orang2 kuliah daring keknya seru ya. Jadi pen ngerasain gmn sih kuliah daring tuh, hecticnya gimana dll wkwk",-1
kuliah daring benar2 tidak efektif,1
Seru tapi lelah juga yaa.. Baru pertema kuliah daring tugasnya bikin deg degan,-1
@agngprstya Demi kuliah daring yang lebih baik👍🏼,-1
"@ShopeeID Mau A. Asus Zenbook Flip semoga dapet aamiin, buat kuliah daring dan ngerjain skripsi nih",-1
"@mionsii @jawafess Rasane eman banget 🤣 gek saiki kuliah daring, ora gae fasilitas kampus tapi bayare pancet 😭",-1
Kuliah daring sinyal jelek tuh rasanya anjim banget,-1
Kenapa aku kalo kuliah daring serasa ngantukk bangett kayak serasa di dongengin wkwk,-1
"@JuudaimeH Kuliah daring ya begitu, atas ketutup bawah mengaga 😂😂😂",1
"Baru satu hari kuliah daring, mata w udh sakit🙂",-1
"Modelan kuliah daring yang ngeharusin natap layar hp, layar laptop tiap jam, tiap detik.. serasa mataku uda ga kuattt.. perih bangeet",-1
Kuliah daring jadi mblereng mataku,-1
@ShopeeID Bismillahirrahmanirrahim 😇 mau yang: A. AZUS ZENBOOK FLIP A. AZUS ZENBOOK FLIP A. AZUS ZENBOOK FLIP  Wish me luck ya min😇 laptopnya buat kuliah daring😇  #ShopeeID  #ShopeeID  #ShopeeID,1
Kuliah daring :  Nambah pinter ✖ Nambah minus ✔,-1
"Tenang.. tenangg.. Masih ada kuliah daring yang bakal bikin bb turun ko wkwkwkwk  (Me, after knowing that I'm stuck in 61kg wkwkwk)",1
@kueh_bandros Kuliah daring. Tp penelitian ttp hrs ambil data di rumkit🙈🙈,1
"@subtanyarl 2. Nambah dong kuliah daring gini, males di rumah pakai kacamata terus, tapi madep hp sama laptop melulu huhu :(",-1
@sezasaputri @tasransell Gpp kan kuliah daring berati ghibahnya daring jg🙏🏻,-1
"@gintingardi_ Hai sis, jangan lupa untuk denger podcast Vitamin C ya! Podcast yang ngebahas tips sehat mental selama pandemi, Tips Ngejalanin kuliah daring biar Happy sampai surat dari penyintas COVID-19. Gratis! 😊",1
"kuliah daring kalo server nya mumpuni sih oke ya. lha kalo berdasarkan pengalaman servernya aja lemot e angudubilah, pie le nyambung kuliah daring e ~",1
Bersyukur kuliah daring gini gak turun 😭  https://t.co/aER1lYQack,1
enaknya dirumah itu ya semuanya ada. cuma satu yg gaada sinyal untuk kuliah daring😭,1
arek2 lek kuliah daring ketoro ga ados,-1
Kuliah daring pertama bikin emozi amjim,-1
Omg kuliah daring dimulai lagi 😳,-1
Yang buat males kuliah daring  Mata kuliah nya engga suka ❎️ Jaringan yang engga memadai✔️,-1
Seminggu lagi kuliah daring kenapa akhir-akhir ini bisa tidur siang ya.,1
Gimana rasanya kuliah daring?,-1
Mau ngeluh capek kuliah daring ke mamah takut di nikahin😌,-1
Hari pertama kuliah daring ngapain?  ALPA njg. Isok e aku keturon :),-1
"@liliumJK Wkwkwkkwkwk, sumpah ret ternyata ini toh kuliah daring... asli woi mau offline ajaa biar masuk nih materi😭",-1
"Ternyata kuliah daring beneran gaenak deh... ih pake gugel mit grasak grusuk, berisik gitu... gasuka 😭😭 trs ngantuk bgt dong tolong bgt ni",-1
Aku setelah kuliah daring  https://t.co/2tRGEZqwPg,-1
@farizaam_ keliatan banget yg udah ga tahan sama kuliah daring:(,1
Diketawain Aa grgr mau kuliah daring atasnya kemeja pake dasi sama jas tapi bawahnya celana kolor 🙃  Aa : ade mau kemana? Me : kuliah Aa : hahahahaha rudet aingah,-1
Kuliah daring ternyta merepotkan wkwk,-1
@Astriivosaharaa keluh kesah kuliah daring dihari pertama😂,-1
Novi kuliah daring sambil bikin sambel. WKWK,-1
"@pln_123 tolong listrik nya segera dinyalakan, saya juga butuh listrik untuk melaksanakan proses kuliah daring  https://t.co/JKYRS4KNVi",-1
"tempat gw kuliah ga siap buat kuliah daring banget, dikit dikit down servernya. gw bayar ukt ga dipotong, bantuan juga ga dapet, tetep aja kaya gitu. tai lah.",-1
"@collegemenfess Semangat nder aku tau kamu begini karena kuliah daring yg nyebelin, aku juga ngalamin...",-1
"@siifokusUN Boleh dungs,kan masih kuliah daring juga Kalo gabawa hp gmna ntar",-1
-upnjog gimana kuliah daring hari pertama?,-1
Soyo rene dadi males kuliah daring,-1
Semangat kuliah daring perdana sob💚🖤,-1
@bukanbambangs Masih pada kuliah daring?,-1
"@chocola_chuu suka baperan, sawan sendiri kek si bc. mana playing victim mulu, ngarepnya kuliah daring lancar kabeh gada gangguan. kalo laptop lemot, wifi lemot, yang disalahin kitanya :""""""",-1
KAPAN KULIAH DARING INI BERAKHIR. GUE UDAH STRESS STRUGGLE DI SINYAL HALAH,-1
udah cape kuliah daring jujur.,-1
"@XLAxiata_Tbk tolong dong ka, kuliah daring begini tapi sinyalnya ngga stabil tuh bikin nangis😭",-1
Yok kuat yok kuliah daring pake 3,-1
Gini nih kuliah daring tuh😭 kalo tiba2 gak ada sinyal kan repot mana dosennya kiler😭😭,-1
"Bener kata penelitian kuliah daring fokus dan efektifnya hanya 60 menit, menit-menit selanjutnya sudah mulai hilang fokus atau bahkan hilang kesadaran (tidur). Zzz",1
"[cm] time management kalian selama kuliah daring ini gimana guys? Masih teratur, makin teratur, atau malah jadi berantakan?",-1
"Buat klen klen yang stress karna revisi karya akhir. Bayangin aja stressnya kami yang masih kuliah daring,pas mau login keportal server down.",1
Masih menjadi misteri ciwi-ciwi kalo kuliah daring outifit andalannya pake mukena hmm,1
@sochauhx mana kuliah daring :c,-1
"@collegemenfess GUE JUGA MO NGELUHHH 😭😭😭 masih sulit banget beradaptasi apalagi kuliah daring gini gue mo jbjb juga susah, trus tugas serba internet 😭 yang paling berat itu ospek serba video, foto, chat, padahal gue paling ga betah ngumbar rl gue di sosmed 😭",1
Baru kuliah daring aja udah pusing.  Apalagi kalo ketemu langsung sama dosen yang killer. Gimana coba? :(,1
"pertama kali kuliah daring, lupa mute terus ngomong bangsat 😭😭😭👌",-1
Cok wes tak niati kuliah daring tapi kuotaku gak iso dijak niat jancok :(,-1
Sumpah aku drtd kuliah daring gk dengerin samsek tbtb dikasi tugas kumpul hari ini jam 11 SIALLLLLLL,-1
"Bbrp kali tau strugglingnya interaksi sosial anak SMA atau mahasiswa selama kuliah daring. Etapi jd kepikiran, ada yang malah pacaran sejak interaksi daring ini ga yah? Eaaaaa~",-1
KULIAH DARING : MAKIN SIBUK MAKIN CAPE MAKIN GAK PAHAM APA-APA  YAA GAK TAU DEH POKOKNYA OTAK AKU JADI BERSIH SEPERTI BARU LAHIR,-1
Hari pertama kuliah daring....  Masih gak bisa terima kenyataan...  W hanya ingin mengatakan...  W rindu padamu LIBURAN...   #stayathome #daringringring,1
enak banget kuliah daring bisa sambil membantu orang tua,-1
"baru mulai kuliah daring udah disuruh absen aja, mantap banget.",1
kebodohan ku meningkat sejak kuliah daring,1
Sapa mau nemenin aku kuliah daring?,-1
Hari pertama kuliah daring udah pusing aja ampunnn:(,-1
@TelkomCare Tolong wifi kami error sudah 3 hari belum ada solusi. Butuh buat zoom kuliah daring anak saya. Nomer id 152743208492,-1
@Zahrasdfghj1 Hwaaa😭 nak kuliahan yg blm kerja mana bisa :(( apalagi kuliah daring uang jajan pun sedikit turun huhuu,1
